WardName,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11
Kakuri,0.4210498253301156,0.23349323086933055,0.25051086272726947,0.33015561212253913,0.34717324398047805,0.159616649519693,0.32823288944066176,0.33957797734595435,0.214540247705431,0.2789818352075701,0.2903332374249043
Kampala,0.29664910474661255,0.2963191929132407,0.40569885321995713,0.3679018323718636,0.47728149267858,0.47695158084520817,0.3202900433439056,0.3932098168817166,0.3929898756594687,0.44071163529855056,0.38680034279591036
Kanwuri,0.28384526131117827,0.11137281349849609,0.40897815511099933,0.1942563978381341,0.4918617394506374,0.3193892916379552,0.19649149088260284,0.39489505195760505,0.27991342008248354,0.3351691429755756,0.3016172764745667
Kasanga,0.42691518372087767,0.6187582159357228,0.5551198212421178,0.5613777106728831,0.497739315979278,0.6895823481941232,0.5356837034431612,0.49325810698075784,0.6211534617906546,0.5828997916154282,0.5582487659575004
Kashini,0.24421424868011576,0.48866873178046216,0.512837640606215,0.28368156995740473,0.30785047878315747,0.5523049618835039,0.33885485013932753,0.35496745602316276,0.5179371114233936,0.38127900354135535,0.3982596052818098
Katcha,0.4307263980187092,0.42138412896748023,0.5652599955325287,0.4696937942057212,0.6135696607707697,0.6042273917195408,0.44060144039730353,0.5365186847740026,0.5302905054065166,0.5624969488986772,0.517476894869125
Kateregi,0.3438033270283235,0.4768297717229215,0.5103129729491871,0.44659888694318295,0.48008208816944853,0.6131085328640465,0.4224106618981427,0.4447327960489864,0.5334170925120517,0.5132631693255593,0.478455929946185
NISKNT04_Kawo,0.6320384221816254,0.4533575691441707,0.6106353634202998,0.3219412407664016,0.4792190350425307,0.300538182005076,0.46911241069739923,0.5739642735481519,0.4548437048565155,0.3672328192713361,0.4662883020933507
NISNAS04_Kawo,0.5307622262491902,0.597440852007384,0.6176779681548004,0.467013045648361,0.4872501617957773,0.5539287875539711,0.5317387079683118,0.5452301187332559,0.5896825359053851,0.5027306649993698,0.5423455069015807
Kazai,0.4867837563978942,0.2877799489701436,0.4234698689413208,0.6547999080276576,0.7904898279988348,0.5914860205710843,0.47645453779856517,0.5669144844460167,0.4342452794941829,0.6789252521991923,0.5391348884844893
NISMAK07_Kodo,0.3823652234308052,0.5949548622752864,0.5324574476807085,0.5352314291975915,0.47273401460301356,0.6853236534474947,0.5041838383012277,0.46251889523817574,0.6042453211344965,0.5644296990826999,0.53384443843915
NISWSH05_Kodo,0.4156355296548542,0.4871026508018882,0.5395477455852694,0.43252526201014513,0.48497035679352635,0.5564374779405604,0.44508781415562915,0.4800512106778833,0.5276959581092394,0.4913110322480773,0.48603650379770724
Kokoli,0.6069468617020217,0.7226767737925424,0.3843550467395007,0.5609135420155626,0.22259181496252095,0.3383217270530417,0.6301790591700422,0.40463124113468113,0.4817845158616949,0.37394236134370845,0.4726342943775317
Kongoma Central,0.38127640873827107,0.42566020588607223,0.5060894292229483,0.5979758108318254,0.6784050341687016,0.7227888313165027,0.4683041418187229,0.5219236240433069,0.551512822141841,0.6663898921056766,0.5520326200273868
Kongoma West,0.38859616724665846,0.4438351115146563,0.4912894220959727,0.5746648813712554,0.6221191919525718,0.6773581362205696,0.4690320533775234,0.5006682604317344,0.5374942232770662,0.6247140698481323,0.532977151733614
Kotonkoro,0.5065414227288889,0.6417912046522138,0.6642913119317533,0.497454591141826,0.5199546984213654,0.6552044803446904,0.548595739507643,0.5635958110273359,0.6537623323095525,0.5575379233026273,0.5808729515367896
Kpada,0.3018604340911455,0.3398040992339574,0.479598120173921,0.5671736826756423,0.7069677036156059,0.7449113687584178,0.4029460720002484,0.49614208596022413,0.5214378627220987,0.6730175850165553,0.5233859014247817
Kuchi,0.5700646915886286,0.47438407950953343,0.5004851201194362,0.5771638878645436,0.6032649284744465,0.5075843163953513,0.5405375529875686,0.5579382467275038,0.49415117200810704,0.5626710442447805,0.5388245039919899
Kuchi Bussu,0.39488366037749945,0.17243471901802007,0.5216268513959171,0.30569477395206207,0.6548869063299592,0.43243796497047976,0.29100438444919385,0.5237991393677919,0.375499845128139,0.4643398817508337,0.4136608126739896
NISKNT05_Kudu,0.40297305499702685,0.15478919326385293,0.42433614659792185,0.24945861712592418,0.5190055704599932,0.27082170872681927,0.26907362179560135,0.44877159068498057,0.2833156828628647,0.3464286321042455,0.3368973818619231
NISMKW06_Kudu,0.3629549106074968,0.3787331123279143,0.42011844332784504,0.6612228195682122,0.7026081505681429,0.7183863522885603,0.4676369475012077,0.49522716816782825,0.5057459693147732,0.6940724408083051,0.5406706314480285
Kudu/Gabas,0.379068174743726,0.14774834624845692,0.41442765269103077,0.3673441507088699,0.6340234571514437,0.40270362865617465,0.29805355723368426,0.47583976152873353,0.32162654253188744,0.4680237455054961,0.3908859016999503
Kuluho,0.43181481999130866,0.5287207203858849,0.5516169239203543,0.7618700611728906,0.78476626470736,0.8816721651019364,0.5741352005166948,0.589399336206341,0.6540032698027252,0.8094361636607289,0.6567434925466225
Kumbashi,0.47800234738838104,0.5957693583778925,0.5912832129710159,0.4875052130544638,0.48301906764758734,0.6007860786370987,0.5204256396069123,0.5174348760023281,0.5959462166620023,0.5237701197797167,0.5393942130127398
Kura/Auna East,0.5427452673608869,0.5366633457284392,0.6333027904589041,0.39203890518585877,0.48867834991632375,0.48259642828387606,0.49048250609172833,0.554908802578705,0.5508541881570732,0.45443789446201954,0.5126708478223815
Kurebe/Kushaka,0.3576987289943827,0.6005429385623727,0.4805052217089667,0.7533731841181449,0.6333354672647389,0.8761796768327289,0.5705382838916334,0.4905131393226961,0.6524092790346895,0.7542961094052042,0.6169392029135559
Kurmi Sarki,0.44425227941689,0.07759249344774094,0.37008477508491716,0.4829706924814756,0.7754629741186518,0.4088031881495028,0.33493848844870217,0.5299333428734864,0.2854934855607203,0.5557456182498767,0.4265277337831964
Kusherki North,0.4519582283918711,0.6288940296699264,0.5077262607941683,0.6865250207850024,0.5653572519092445,0.7422930531872995,0.5891257596156,0.5083472470317613,0.6263044478837981,0.6647251086271821,0.5971256407895853
Kusherki South,0.43196763974849045,0.5590656740463925,0.4642369104490711,0.6798458504415175,0.5850170868441962,0.7121151211420982,0.5569597214121335,0.4937405456805859,0.5784725685458539,0.658992686142604,0.5720413804452943
Kuso Tachin,0.37296696992008704,0.20155990195001222,0.49570924205977496,0.287780847834446,0.5819301879442087,0.4105231199741339,0.28743590656818174,0.48353546664135694,0.36926408799464033,0.4267447185842628,0.3917450449471105
Kutigi,0.3701612529846252,0.23944070013838914,0.46326183988631114,0.5129372075392273,0.7367583472871493,0.6060377944409132,0.37417972022074725,0.5233938133860286,0.4362467781552046,0.6185777830890967,0.4880995237127692
Kutriko,0.41695935791982874,0.5316524771037574,0.5356051890759839,0.459806019392866,0.46375873136509244,0.578451850549021,0.4694726181388174,0.472107759453635,0.5485698389095874,0.5006722004356599,0.49770560423442495
Kwagana,0.49557124109320305,0.21143764858767808,0.3738950889531656,0.6313421109747749,0.7937995513402624,0.5096659588347374,0.446117000218552,0.5544219604622104,0.364999565458527,0.6449358737165916,0.5026185999639703
Kwaka,0.5186927252064953,0.09722224148400854,0.3911223887051063,0.5270726860008046,0.8209728332219024,0.3995023494994155,0.3809958842304362,0.576929315711168,0.2959489932295101,0.5825159562407075,0.45909753735295544
Kwaki/Chikuba,0.3125478216336959,0.5016089133532812,0.45517231096808164,0.6783408509265122,0.6319042485413127,0.8209653402608981,0.49749919530449643,0.46654146038103006,0.592582188194087,0.7104034799095743,0.566756580947297
Kwakuti,0.45356828173836844,0.20003885853091685,0.4068937332209337,0.5683773799104903,0.775232254600507,0.5217028313930555,0.40732817339325855,0.545231423186603,0.3762118077149687,0.6217708219680177,0.487635556565712
Kwata,0.34156427182016397,0.23556934837088533,0.41289127808840015,0.3309022923000918,0.5082242220176066,0.402229298568328,0.30267863749704704,0.4208932573087236,0.35022997500920444,0.41378527096200884,0.37189678519424596
Kwatachi,0.4816858115837696,0.5244807643348441,0.5049441078273245,0.6857803217020344,0.6662436651945147,0.7090386179455892,0.5639822992068827,0.550957861535203,0.5794878300359193,0.6870208682807127,0.5953622147646794
Kyari,0.24508232814553607,0.011024500903101347,0.3359182817425143,0.24972075783687148,0.5746145386762844,0.34055671143384975,0.16860919562850296,0.38520504952144496,0.22916649802648847,0.38829733598233523,0.2928195197896929
Labozhi,0.38254020952633794,0.38538542307287443,0.47158261847097754,0.6808651081478199,0.767062303545923,0.7699075170924594,0.4829302469156774,0.5403950438477462,0.5422918528787705,0.7392783095954009,0.5762238633093987
Lagun,0.4033021234844253,0.5124528903503688,0.4658834737263774,0.7081371978089372,0.6615677811849459,0.7707185480508894,0.5412974038812438,0.5102511261319161,0.5830183040425452,0.7134745090149242,0.5870103357676573
Lambata,0.4497065633258008,0.10857920879104369,0.36776579017858435,0.4615018675124672,0.7206884489000078,0.37956109436525076,0.3399292132097706,0.512720267468131,0.2853020311116263,0.5205838035925753,0.4146338288455258
Landzun,0.2559741632669913,0.006600349622264277,0.34269150823163114,0.26039606687497185,0.5964872254843387,0.3471134118396117,0.17432352658807582,0.3983842989943203,0.2321350898978357,0.40133223473297414,0.30154378755330147
Lefu,0.4081079389436425,0.27570837951882415,0.3839333576236171,0.5767936725755403,0.6850186506803333,0.5526190912555149,0.42020333034600227,0.49235331574919766,0.4040869427993187,0.6048104715037961,0.48036351509957864
Lemu,0.41505555428448726,0.3971368949272679,0.5200830671416726,0.3978031734254318,0.5207493456398365,0.5028306862826172,0.40333187421239564,0.4852959890219988,0.47335021611718586,0.4737944017826285,0.4589431202835522
Limawa A,0.2517153761215046,0.041319432167334275,0.19392329104477624,0.2191698509066638,0.37177370978410573,0.16137776582993543,0.17073488639850087,0.2724707923167955,0.13220682968068198,0.25077377550690166,0.20654657097572
Limawa B,0.2360088325549653,0.027442681359988855,0.22442871254896243,0.22099964366585767,0.4179856748548313,0.2094195236598548,0.16148371919360394,0.292807739986253,0.15376363918960204,0.28280161406018123,0.22271417810741007
Lokogwoma,0.3800332671490333,0.4275907201962973,0.48484387936539985,0.461129259359495,0.5183824185285976,0.5659398715758616,0.42291774890160855,0.4610865216810103,0.4927914903791863,0.5151505164879847,0.47298656936244743
Maburya,0.45739067792666444,0.6825744067280809,0.6252078106904454,0.5148488284585918,0.4574822324209563,0.6826659612223728,0.5516046377044458,0.5133602403460221,0.663482726213633,0.5516656740339737,0.5700283195745186
Madalla,0.45391496620282173,0.04421337817648986,0.34026171706880054,0.4312972664810362,0.7273456053733469,0.31764401734701503,0.3098085369534493,0.5071740962149898,0.23403970419743514,0.49209562973379944,0.3857794917749184
Madara,0.6064647616768404,0.4780254372244773,0.6256473160546145,0.3787785879815935,0.5264004668117308,0.39796114235936775,0.48775626229430374,0.5861708481810619,0.5005446318794866,0.434380065717564,0.5022129520181041
Magaji,0.4469527570370837,0.5433596189172764,0.6157043571214811,0.39174665026804156,0.46409138847224635,0.560498250352439,0.4606863420741339,0.5089161675436037,0.5731874087970655,0.4721120963642423,0.5037255036947614
NISSUL09_Magajiya,0.41321121917768594,0.00404603742928425,0.3286387550462057,0.4172572566069702,0.7418499742238917,0.33268479247549,0.27817150440464683,0.49456664948259443,0.22178986165032666,0.49726400776878393,0.37294800582658794
NISKNT07_Magajiya,0.6106950142222004,0.4135287430919814,0.5888911330868609,0.39261258691842327,0.5679749769133027,0.3708087057830837,0.4722787814108684,0.5891870414074547,0.4577428606539753,0.44379875653826995,0.49075186000264204
Magamadaji/Ibelu North,0.3973841283141424,0.5959757842781888,0.5947081081028169,0.437051523036414,0.4357838468610421,0.6343755028250886,0.4768038118762484,0.4759586944260004,0.6083531317353646,0.5024036242408482,0.5158798155696155
Mago,0.3728776261690718,0.862133889905933,0.6483673948912995,0.5107437362631387,0.29697724124850516,0.7862335049853664,0.5819184174460479,0.43940742076962547,0.7655782632608662,0.5313181608323368,0.5795555655772191
Maikunkele,0.3342709959270328,0.25205603861006665,0.44530780664424596,0.2454817690809737,0.43873353711515306,0.35651857979818685,0.27726960120602434,0.4061041132288106,0.35129414168416656,0.3469112953314379,0.3453947878626098
Maito,0.38435685427103894,0.2822758593004471,0.4373600873077139,0.3855024816064383,0.5405867096137051,0.4385057146431133,0.35071173172597475,0.4541012170641527,0.38604722041709144,0.45486496862108555,0.4114312844570761
Maitumbi,0.34616590775232925,0.11309306151349666,0.37959409208910816,0.335572208139547,0.6020732387151586,0.36900039247632593,0.264943725801791,0.4426110795188653,0.28722918202631026,0.4355486131103438,0.3575831501143276
Makera,0.246231457157999,0.02614518862859849,0.2922938147045906,0.2237476733877128,0.48989629946370483,0.26981003093430433,0.1653747730581034,0.3428071904420982,0.19608301142249782,0.32781800126190735,0.25802074404615166
Malale,0.4278798596511347,0.6008919652783904,0.47171407973032947,0.7433237646705263,0.6141458791224654,0.7871579847497211,0.5906985298666837,0.5045799395013099,0.6199213432528137,0.7148758761809043,0.6075189222004278
Manbe Tafyan,0.5079252865947449,0.49172020071104355,0.6183776766332773,0.5016483222887783,0.6283057982110121,0.6121007123273107,0.5004312698648555,0.5848695871463447,0.5740661965572106,0.5806849442757004,0.5600129994610278
Manigi/Dapangi/Makera,0.39137363572065,0.44207927435628536,0.43189363427110666,0.6061833496192113,0.5959977095340325,0.646703348169668,0.4798787532320488,0.4730883265085964,0.50689208559902,0.6162948024409706,0.5190384919451589
Manta,0.578696868699545,0.48609335157267136,0.40903309560473083,0.3519536776160922,0.27489342164815167,0.1822899045212781,0.47224796596276947,0.42087446198414247,0.3591387838995601,0.269712334595174,0.3804933866104115
Masaba A/Masaga I,0.2418892925396531,0.0057169400458396795,0.32791580763872785,0.24760623258549277,0.5698051001783809,0.3336327476845675,0.16507082172366186,0.37987006678558727,0.22242183178971167,0.3836813601494804,0.2877610201121103
Masaba B,0.2418892925396531,0.0057169400458396795,0.32791580763872785,0.24760623258549277,0.5698051001783809,0.3336327476845675,0.16507082172366186,0.37987006678558727,0.22242183178971167,0.3836813601494804,0.2877610201121103
Masaga A,0.2427099632232375,0.006537610729424092,0.3351216972287749,0.24760623258549277,0.5761903190848435,0.3400179665910301,0.1656179355127181,0.38467399317895196,0.22722575818307636,0.3879381727537888,0.2913639649071338
Masaga B/Masaga  II,0.2418892925396531,0.0057169400458396795,0.3304438262063866,0.24760623258549277,0.5723331187460398,0.3361607662522263,0.16507082172366186,0.38155541249735986,0.2241071775014842,0.38536670586125293,0.2890250293959397
Mashegu,0.37775484643822393,0.44321227017858844,0.475359408279774,0.5695274183206744,0.6016745564218601,0.6671319801622246,0.4634981783124956,0.48492960371328603,0.5285678862068623,0.612777984968253,0.5224434133002243
Masuga,0.5432050663227029,0.5167199539444772,0.622463702626223,0.42776932089611264,0.5335130695778584,0.5070279571996326,0.4958981137210976,0.5663939461755948,0.548737204590111,0.4894367825578678,0.5251165117611678
Mayaki Ndejiya,0.2548849402598494,0.005409259522410576,0.35756277982599705,0.26029419978226,0.6124477200858465,0.3629720393484076,0.17352946652150666,0.40829848005723096,0.24198135956560507,0.41190465307217133,0.3089284898041285
Mazakuka,0.5511189926446908,0.7410992947950301,0.593641464498186,0.6778400502907493,0.5303822199939052,0.7203625221442446,0.6566861125768234,0.5583808923789273,0.6850344271458203,0.6428615974762998,0.6357407573944677
Minna C,0.25414479272415086,0.041192597722889926,0.2751754230447264,0.2166135998595732,0.45059642518140963,0.23764423018014874,0.17065033010220465,0.3266388803167623,0.1846707503159217,0.3016180850737105,0.2458945114521498
Minna S,0.24924357711676937,0.056889398790391156,0.3486485173725771,0.200262193050037,0.49202131163222296,0.29966713330584477,0.16879838965239916,0.3633044687071898,0.2350683498229377,0.3306502126627016,0.27445535521130704
Mokwa Central,0.3693407021525533,0.5304967912729535,0.4810865411468399,0.5716649163346219,0.5222546662085085,0.6834107553289086,0.4905008032533762,0.4575606365026339,0.5649980292495673,0.5924434459573463,0.5263757287407309
Moregi,0.49533292510408156,0.32937402837667396,0.5330620883466177,0.5236151338343881,0.7273031938043318,0.5613442970769242,0.4494406957717145,0.585232735751677,0.4745934712667386,0.6040875415718814,0.5283386110905028
Muwo/Gbajibo,0.5056888499416266,0.6394362887632745,0.45922565798628007,0.7545692029197302,0.5743585721427357,0.7081060109643837,0.6332314472082105,0.5130910266902141,0.602255985904646,0.6790112620089498,0.6068974304530051
Muye,0.4029797100215561,0.4089275835377098,0.4733932311314186,0.600931062793028,0.6653967103867368,0.6713445839028904,0.4709461187840979,0.5139232171799039,0.517888466190673,0.6458907856942184,0.5371621469622232
Nasarafu,0.31484660258222524,0.07140354646620617,0.4239730169766418,0.2639660939966402,0.6165355645070758,0.3730925083910568,0.21673874768169055,0.45178506135531427,0.2894896906113016,0.4178647222982576,0.343969555486641
Nasarawa,0.5376284751314105,0.8285386797063834,0.5817140574892763,0.5273607259792152,0.2805361037621082,0.571446308337081,0.6311759602723364,0.46662621212759836,0.6605663485109136,0.45978104602613484,0.5545373917342458
Nasarawa A,0.28961269084509633,0.059685561455021366,0.25496796969323277,0.2395155976698686,0.43479800590808,0.20487087651800504,0.19627128332332877,0.32645955548213634,0.17317480255541973,0.2930614933653179,0.2472417836815507
Nasarawa B,0.2759442716679209,0.04601714227784595,0.21868702050498606,0.2395155976698686,0.4121854758970087,0.1822583465069338,0.18715900387187848,0.30227225602330526,0.14898750309658862,0.2779864733579371,0.22910130908742735
Nasarawa C,0.27070926563617037,0.037647566208833756,0.19276654436625454,0.24803658109576296,0.40315555925318375,0.17009385982584715,0.18546447098025573,0.2888771230852029,0.13350265680031181,0.2737620000582646,0.22040156273100878
Nasko,0.492742941532326,0.572530615518565,0.6450664713948049,0.37855780202379263,0.4510936579000324,0.5308813318862715,0.48127711969156123,0.5296343569423878,0.5828261395998804,0.45351093060336556,0.5118121367092987
Nassarawa,0.6268079676637259,0.6824910870872886,0.4853013491649216,0.7935938905854258,0.596404152663059,0.6520872720866216,0.7009643151121469,0.5695044898305689,0.6066265694462772,0.6806951051117022,0.6394476198751738
New Bwari,0.5971842304450873,0.12629667126287575,0.5007488866899211,0.5128303456841405,0.8872825611111859,0.41639500192897444,0.4121037491307012,0.6617385594153982,0.34781351996059046,0.6055026362414336,0.5067896161870309
Ngwamatse,0.545017381665953,0.44572842937548285,0.5885537924258486,0.4972564725980484,0.6400818356484141,0.5407928833579438,0.4960007612131614,0.5912176699134052,0.5250250350530917,0.5593770638681355,0.5429051325119485
Nuwan Kuta,0.3731631407231374,0.4368609704529183,0.505018473262397,0.438920907741996,0.5070784105514747,0.5707762402812556,0.4163150063060172,0.4617533415123363,0.5042185613321903,0.5055918528582422,0.4719696905021965
Paiko,0.4103789165071946,0.18065279398897355,0.4237572269781118,0.3323544593962644,0.5754588923854026,0.3457327698671816,0.3077953899641442,0.469865011956903,0.3167142636114223,0.41784870721628287,0.3780558431871881
Papiri,0.4704254678306871,0.7945853696044922,0.6377033275527879,0.426449768314942,0.2695677262632377,0.5937276280370428,0.5638202019167071,0.4592321738822376,0.6753387750647742,0.42991504087174087,0.5320765479338649
Pina/Kolu,0.3667094825914019,0.3055877303074446,0.4625383996521483,0.44037096095976863,0.5973216303044724,0.536199878020515,0.3708893912862051,0.4755231708493408,0.4347753359933693,0.5246308230949187,0.4514546803059585
Raba Ndayako,0.4566826432709612,0.4176508291605746,0.5345058232775749,0.5272136625276918,0.644068656644692,0.6050368425343055,0.4671823783197426,0.5450857077310761,0.5190644983241516,0.5921063872355631,0.5308597429026334
Rafi,0.5324366567421297,0.47863781137240885,0.4968032815888115,0.6383929170285224,0.656558387244925,0.6027595418752041,0.5498224617143537,0.5619327751919554,0.5260668782788082,0.6325702820495506,0.5675980993086669
Rafin Gora,0.7295905171230039,0.5606221008622894,0.707241361835153,0.3636782436153115,0.510297504588175,0.34132908832746045,0.5512969538668683,0.6490431278487773,0.536397517008301,0.4051016121769823,0.5354598027252322
Rijau,0.3740925248308784,0.4284843196420007,0.6082912761843848,0.09668599288602603,0.27649294942841013,0.3308847442395324,0.29975427911963504,0.4196255834812244,0.45588678002197264,0.23468789551798952,0.3524886345352054
Rofia,0.44969707841757,0.5537717529315977,0.5708615015160157,0.18172642610813688,0.1988161746925549,0.3028908492065826,0.39506508581910155,0.4064582515420469,0.475841367884732,0.2278111500024248,0.3762939638120763
Rokota,0.4145109730804466,0.42095933530787166,0.4838317838543955,0.6664414772568109,0.7293139258033348,0.7357622880307598,0.5006372618817098,0.5425522275793923,0.546851135731009,0.7105058970303019,0.5751366305556032
NISMNA09_Sabon Gari,0.2479398091482913,0.018012679758216372,0.2875044184723231,0.2395155976698686,0.5090073363839753,0.2790802069939004,0.16848936219212543,0.34815052133486324,0.19486576840814662,0.34253438034924816,0.26351000807109587
NISWSH09_Sabon Gari,0.4936168753074349,0.6418980048837712,0.5870591502859556,0.5246072361983946,0.4697683816005789,0.6180495111769152,0.5533740387965336,0.5168148023979898,0.615668888782214,0.5374750429919629,0.5558331932421751
NISKAG09_Sabon Gari,0.3236388479276562,0.3016328918308414,0.4693239619692116,0.478073776447967,0.6457648465863373,0.6237588904895224,0.36778183873548825,0.47957588549440167,0.46490524809652517,0.5825325045079423,0.47369886920858933
Sabon Gari Wuse,0.40477325824711213,0.6012434652646597,0.6542819781249649,0.21342210750403334,0.26646062036433865,0.4629308273818862,0.4064796103386017,0.4418386189121386,0.5728187569238369,0.3142711850834194,0.43385204281449913
Sahonrami/Saho-Rami,0.41531468956663564,0.5125117823098405,0.4989241554746229,0.6839901205798122,0.6704024937445946,0.7675995864877995,0.5372721974854294,0.5282137795952844,0.5930118414240876,0.7073307336040688,0.5914571380272176
Sakpe,0.4028834487351918,0.35081092528612506,0.4409443715883014,0.6037745900450662,0.6939080363472425,0.6418355128981758,0.4524896546887944,0.5125786188902453,0.4778636032575341,0.6465060464301615,0.5223594808166838
Salka/Auna East Central,0.5990596136952353,0.5519294365634774,0.6477590577603085,0.3791291595523476,0.47495878074917885,0.4278286036174209,0.5100394032703535,0.5739258174015743,0.5425056993137356,0.42730551463964916,0.5134441086563282
Sarki Power,0.47830791711916026,0.28448801160263876,0.4927787402428243,0.6465507581296597,0.8548414867698453,0.6610215812533238,0.4697822289504862,0.6086427147106099,0.4794294443662623,0.7208046087176095,0.569664749186242
Shagunnu,0.42117194216776693,0.5990238883078326,0.6411751524838156,0.46017336473929477,0.5023246289152777,0.6801765750553435,0.49345639840496475,0.5215572411889534,0.6401252052823305,0.547558189569972,0.5506742586115552
Shako,0.5113698558868606,0.2178756890635035,0.4170333436045643,0.6650629104467217,0.8642205649877825,0.5707263981644254,0.4647694851323619,0.5975412548264024,0.4018784769441644,0.7000032911996432,0.541048127025643
Shambo,0.5192372905267287,0.6532889704226569,0.6951565335255829,0.2936943774166473,0.3355619405195734,0.4696136204155015,0.4887402127886776,0.5166519215239617,0.6060197081212472,0.36628997945057407,0.49442545547111505
Shatta,0.47197812158752483,0.34191304348499074,0.5346721239222163,0.3176648593478401,0.5104239397850656,0.38035886168253163,0.3771853414734519,0.505691395098269,0.4189813430299129,0.4028158869384792,0.42616849163502823
She/Gunu,0.3854631511865494,0.2002244448452582,0.37850359642877,0.5031141631961565,0.6813933147796685,0.4961546084383772,0.3629339197426547,0.4817866874649959,0.3582942165708018,0.5602206954714007,0.4408088798124633
Sidisaba,0.3866238919233835,0.34993969488952936,0.5146568005118328,0.3427691584264258,0.5074862640487292,0.47080206701487515,0.3597775817464462,0.4695889854946485,0.44513285413874576,0.44035249649667674,0.42871297946912934
Sojmajiko,0.3984623738929017,0.4860946887049984,0.5088350350176778,0.48831205286084595,0.5110523991735254,0.5986847139856222,0.4576230384862487,0.47278326936136833,0.5312048125694327,0.5326830553399978,0.4985735439392619
Suteku,0.40066458784645415,0.4762117669094773,0.38022067646597774,0.36216644070194604,0.2661753502584464,0.3417225293214696,0.41301426515262585,0.34902020485695945,0.3993849908989749,0.32335477342728736,0.3711935585839619
T/Bube,0.42969674907937117,0.7962657612802544,0.6916184032377207,0.42065607472890637,0.31600871668637265,0.6825777288872559,0.5488728616961773,0.47910795633448816,0.7234872978017437,0.473080840100845,0.5561372389833136
T/Wada N,0.28241322452957174,0.03876595817786434,0.31561455131652266,0.24364726635170741,0.5204958594903657,0.27684859313865834,0.1882754830197145,0.37284121177882,0.21040970087768177,0.3469972396602438,0.279630908834115
T/Wada S,0.25076759694324796,0.022603999481669457,0.3246442394720735,0.234913256984716,0.5369534969751201,0.3087898995135415,0.1694282844698778,0.3707884444634805,0.21867937948909486,0.3602188844911258,0.27977874822839477
Tagagi,0.3822240469022714,0.4833254040187446,0.5234411073713805,0.571271800160962,0.6113875035135978,0.7124888606300711,0.478940417027326,0.5056842192624166,0.5730851240067321,0.6317160547682104,0.5473564537661713
Takuti/Shaku,0.3752884063572266,0.3040057569894654,0.4557831166374136,0.4069996343330664,0.5587769939810145,0.48749434461325336,0.36209793255991946,0.463282838991885,0.41576107274671087,0.4844236576424448,0.43139137548524
Tegina Central,0.3495448680613913,0.3782081896908366,0.47769041657843303,0.45786805817369536,0.5573502850612918,0.5860136066907371,0.39520703864197443,0.46152852323370536,0.4806374043200023,0.5337439833085748,0.4677792373760642
Tegina West,0.4183961429952672,0.573696186883226,0.502448938621487,0.5675796690993847,0.49633242083764584,0.6516324647256047,0.5198906663259594,0.47239250081813333,0.5759258634101059,0.5718481848875451,0.5350143038604359
Tufa,0.44365341562341043,0.2731165363495137,0.47048894440283967,0.4450006145982025,0.6423730226515285,0.4718361433776318,0.38725685552370886,0.5188384608925928,0.40514720804332843,0.5197365935424543,0.45774477950052106
Tukunji,0.35720095872363267,0.4979777274603689,0.4671892470274966,0.6326436070612468,0.6018551266283745,0.7426318953651108,0.49594076441508284,0.4754151107931679,0.569266289950992,0.6590435430182441,0.5499164270443717
Tunga Bunu,0.3959268375638958,0.5441067660485253,0.6191262448207973,0.2231273147615384,0.2981467935338103,0.4463267220184398,0.3877203061246532,0.43773329197283445,0.5365199109625874,0.3225336101045962,0.4211267797911678
Tunga Magajiya,0.4234824456120408,0.4738262623627728,0.6555313972889727,0.10659505039170442,0.2883001853179043,0.3386440020686363,0.3346345861221727,0.45577134273963926,0.4893338872401272,0.244513079259415,0.3810632238403385
Tunga Wawa,0.6469573611252515,0.5789313816212897,0.6664251386681588,0.407924390237685,0.49541814728455413,0.4273921677805923,0.5446043776614088,0.6029335490259881,0.557582896023347,0.4435782351009438,0.5371747644529219
Tungajika/Auna South,0.4986952222861528,0.6951634823666928,0.5708425706602228,0.7419631526055939,0.6176422408991239,0.8141105009796639,0.6452739524194798,0.5623933446151664,0.6933721846688599,0.7245719648281272,0.6564028616329084
Tungamallam/Nikuchi,0.3474485720917733,0.3314492126731687,0.3846130910494173,0.5226751405727389,0.5758390189489875,0.559839659530383,0.4005243084458936,0.4359668940300594,0.4253006544176563,0.552784606350703,0.4536441158110781
Tutungu Jedina,0.3198731517036776,0.24060043765203173,0.3963450970888781,0.3721358865671165,0.5278805460039628,0.448607831952317,0.3108698253076086,0.4146995982655062,0.36185112223107563,0.4495414215077988,0.3842404918279973
Ubandoma,0.4442098552876581,0.31609351152473664,0.5056983584927388,0.3380530629259174,0.5276579098939195,0.39954156613099806,0.36611880991277074,0.49252204122477217,0.40711114538282445,0.421750846316945,0.42187571070932806
Umaru Majagi A/Umaru Majigi  I,0.24271885591141795,0.011091082312075427,0.36753333970003793,0.25215081147996365,0.6085930688679262,0.37696529526858363,0.16865358323448568,0.4062817548264606,0.25186323909356567,0.4125697252054912,0.30984207559000077
Umaru Majagi B/Umaru Majigi  II,0.3216822447454066,0.0829625492878845,0.4051761514232459,0.276196602343212,0.5984102044785735,0.3596905090210514,0.22694713212550102,0.441756200215742,0.2826097365773939,0.411432438614279,0.340686376883229
